car_park_no,address,car_park_type,type_of_parking_system,night_parking,Latitude,Longitude,,,,,
T34,BLK 283/286 TAMPINES STREET 22,SURFACE CAR PARKS,ELECTRONIC PARKING SYSTEM,NO,1.348911643,103.9526825,,,,,
T35,BLK 287/298/299A/299B TAMPINES STREET 22,SURFACE CAR PARKS,ELECTRONIC PARKING SYSTEM,NO,1.348883271,103.9542389,,,,,
T37,BLK 801,820, 897/898 TAMPINES AVENUE 4/STREET 81,SURFACE CAR PARKS,ELECTRONIC PARKING SYSTEM,NIGHT PARKING,1.346756577,103.9363708,,,
T38,BLK 902-916, 942-946 TAMPINES STREET 91,SURFACE CAR PARKS,ELECTRONIC PARKING SYSTEM,NIGHT PARKING,1.350321054,103.9405365,,,,
T39,BLK 921-941 TAMPINES STREET 91,SURFACE CAR PARKS,ELECTRONIC PARKING SYSTEM,NO,1.345685244,103.9404907,,,,,
T4,BLK 124/127 TAMPINES STREET 11,SURFACE CAR PARKS,ELECTRONIC PARKING SYSTEM,NIGHT PARKING,1.345420003,103.9498138,,,,,
T41,BLK 821/829 TAMPINES STREET 81,SURFACE CAR PARKS,ELECTRONIC PARKING SYSTEM,NIGHT PARKING,1.34823215,103.9353104,,,,,
T42,BLK 824/827 TAMPINES STREET 81,SURFACE CAR PARKS,ELECTRONIC PARKING SYSTEM,NIGHT PARKING,1.349288583,103.932724,,,,,
T43,BLK 831/841 TAMPINES STREET 83,SURFACE CAR PARKS,ELECTRONIC PARKING SYSTEM,NIGHT PARKING,1.351151347,103.9343338,,,,,
T44,BLK 830/840 TAMPINES STREET 82,SURFACE CAR PARKS,ELECTRONIC PARKING SYSTEM,NIGHT PARKING,1.35071218,103.9353714,,,,,
T45,BLK 843/855 TAMPINES STREET 83,SURFACE CAR PARKS,ELECTRONIC PARKING SYSTEM,NIGHT PARKING,1.353066444,103.9352036,,,,,
T46,BLK 842/856 TAMPINES STREET 82,SURFACE CAR PARKS,ELECTRONIC PARKING SYSTEM,NO,1.352497578,103.9365311,,,,,
T47,BLK 857/864 TAMPINES STREET 83/AVENUE 5,SURFACE CAR PARKS,ELECTRONIC PARKING SYSTEM,NIGHT PARKING,1.354912519,103.9368973,,,,,
T47A,BLK 864B TAMPINES STREET 83,MULTI-STOREY CAR PARKS,ELECTRONIC PARKING SYSTEM,NIGHT PARKING,1.354908466,103.935112,,,,,
T48,BLK 865/874A TAMPINES STREET 83/84,SURFACE CAR PARKS,ELECTRONIC PARKING SYSTEM,NO,1.353886843,103.9328537,,,,,
T49,BLK 875/886A TAMPINES STREET 84 /AVENUE 8,SURFACE CAR PARKS,COUPON PARKING,NO,1.351990938,103.931427,,,,,
T49A,BLK 882A TAMPINES STREET 83,MULTI-STOREY CAR PARKS,COUPON PARKING,NIGHT PARKING,1.351415157,103.9334183,,,,,
T50,BLK 887-889 TAMPINES STREET 81/AVENUE 3,SURFACE CAR PARKS,ELECTRONIC PARKING SYSTEM,NO,1.350722432,103.9309998,,,,,
T51,BLK 894-896 TAMPINES STREET 81,SURFACE CAR PARKS,ELECTRONIC PARKING SYSTEM,NO,1.348748565,103.9317017,,,,,
T54,BLK 513 TAMPINES CENTRAL 1,SURFACE CAR PARKS,COUPON PARKING,NIGHT PARKING,1.353605509,103.9437256,,,,,
T55,BLK 501/508 TAMPINES CENTRAL 1,SURFACE CAR PARKS,ELECTRONIC PARKING SYSTEM,NO,1.356294751,103.9452515,,,,,
T56,BLK 827A TAMPINES STREET 81,SURFACE CAR PARKS,COUPON PARKING,NO,1.350085974,103.9328766,,,,,
T57,BLK 885A TAMPINES STREET 83,SURFACE CAR PARKS,ELECTRONIC PARKING SYSTEM,NO,1.350746751,103.9330673,,,,,
T58,BLK 872A TAMPINES STREET 86,SURFACE CAR PARKS,ELECTRONIC PARKING SYSTEM,NIGHT PARKING,1.355342269,103.9311218,,,,,
T7,BLK 136/138 TAMPINES STREET 11,SURFACE CAR PARKS,ELECTRONIC PARKING SYSTEM,NIGHT PARKING,1.345469713,103.9458084,,,,,
T72,BLK 401/417 TAMPINES STREET 41,SURFACE CAR PARKS,ELECTRONIC PARKING SYSTEM,NIGHT PARKING,1.358094215,103.94561,,,,,
T73,BLK 418/424 TAMPINES STREET 41,SURFACE CAR PARKS,ELECTRONIC PARKING SYSTEM,NIGHT PARKING,1.358085513,103.9469223,,,,,
T74,BLK 425/428 TAMPINES STREET 41,SURFACE CAR PARKS,ELECTRONIC PARKING SYSTEM,NIGHT PARKING,1.35941422,103.9482117,,,,,
T75,BLK 429/432 TAMPINES STREET 41,SURFACE CAR PARKS,ELECTRONIC PARKING SYSTEM,NO,1.359328985,103.9504547,,,,,
T76,BLK 433/443 TAMPINES STREET 43,SURFACE CAR PARKS,ELECTRONIC PARKING SYSTEM,NO,1.360167742,103.9516449,,,,,
T77,BLK 472/484 TAMPINES STREET 43/44,SURFACE CAR PARKS,ELECTRONIC PARKING SYSTEM,NO,1.361677647,103.952774,,,,,
T78,BLK 444/450 TAMPINES STREET 42,SURFACE CAR PARKS,ELECTRONIC PARKING SYSTEM,NO,1.357677341,103.95121,,,,,
T79,BLK 451/460 TAMPINES STREET 42,SURFACE CAR PARKS,ELECTRONIC PARKING SYSTEM,NO,1.357412815,103.9544678,,,,,
T7A,BLK 136A TAMPINES STREET 11,MULTI-STOREY CAR PARKS,ELECTRONIC PARKING SYSTEM,NIGHT PARKING,1.344961882,103.9456253,,,,,
T8,BLK 137/139 TAMPINES STREET 11,SURFACE CAR PARKS,ELECTRONIC PARKING SYSTEM,NIGHT PARKING,1.346414208,103.944191,,,,,
T80,BLK 461/471 TAMPINES STREET 44,SURFACE CAR PARKS,ELECTRONIC PARKING SYSTEM,NIGHT PARKING,1.359798789,103.9545746,,,,,
T81,BLK 485A/489C TAMPINES STREET 45/AVENUE 9,SURFACE CAR PARKS,ELECTRONIC PARKING SYSTEM,NIGHT PARKING,1.360329866,103.9579697,,,,,
T9,BLK 140/148 TAMPINES STREET 12,SURFACE CAR PARKS,ELECTRONIC PARKING SYSTEM,NO,1.347816348,103.9436493,,,,,
TAM1,BLK 507 TAMPINES CENTRAL 1,MULTI-STOREY CAR PARKS,ELECTRONIC PARKING SYSTEM,NIGHT PARKING,1.355179906,103.9459534,,,,,
TAM2,BLK 475 TAMPINES STREET 44,MULTI-STOREY CAR PARKS,ELECTRONIC PARKING SYSTEM,NIGHT PARKING,1.360293388,103.9531555,,,,,
TB1,BLK 1/2/3/4/6 TELOK BLANGAH CRESCENT,SURFACE CAR PARKS,ELECTRONIC PARKING SYSTEM,NO,1.278443694,103.818573,,,,,
TB10,BLK 38/40 TELOK BLANGAH RISE,SURFACE CAR PARKS,ELECTRONIC PARKING SYSTEM,NIGHT PARKING,1.27240634,103.823204,,,,,
TB11,BLK 42/43 TELOK BLANGAH RISE,SURFACE CAR PARKS,ELECTRONIC PARKING SYSTEM,NIGHT PARKING,1.270612597,103.8235321,,,,,
TB14,BLK 113/114 DEPOT ROAD,SURFACE CAR PARKS,ELECTRONIC PARKING SYSTEM,NIGHT PARKING,1.281825185,103.8073425,,,,,
TB17,BLK 50/71 TELOK BLANGAH DRIVE,SURFACE CAR PARKS,ELECTRONIC PARKING SYSTEM,NIGHT PARKING,1.274814844,103.8130188,,,,,
TB18,BLK 72/74/84 TELOK BLANGAH DRIVE,SURFACE CAR PARKS,ELECTRONIC PARKING SYSTEM,NIGHT PARKING,1.276512265,103.8098145,,,,,
TB19,BLK 75/76 TELOK BLANGAH DRIVE,SURFACE CAR PARKS,ELECTRONIC PARKING SYSTEM,NIGHT PARKING,1.27466464,103.8087082,,,,,
TB2,BLK 8-10 TELOK BLANGAH CRESCENT,SURFACE CAR PARKS,ELECTRONIC PARKING SYSTEM,NO,1.277605653,103.8193436,,,,,
TB22,BLK 79/80/81 TELOK BLANGAH DRIVE,SURFACE CAR PARKS,ELECTRONIC PARKING SYSTEM,NO,1.273911357,103.807579,,,,,
TB23,DEPOT ROAD LORRY PARK,SURFACE CAR PARKS,ELECTRONIC PARKING SYSTEM,NO,1.281342149,103.8152161,,,,,
TB27,BLK 4001-4008 DEPOT LANE,SURFACE CAR PARKS,COUPON PARKING,NIGHT PARKING,1.281923771,103.8117142,,,,,
TB28,BLK 45 TELOK BLANGAH DRIVE,SURFACE CAR PARKS,ELECTRONIC PARKING SYSTEM,NO,1.272024989,103.8091125,,,,,
TB29,BLK 45 & 79 ALONG TELOK BLANGAH DRIVE,SURFACE CAR PARKS,COUPON PARKING,NIGHT PARKING,1.273135662,103.8069839,,,,,
TB3,BLK 12/22 TELOK BLANGAH CRESCENT,SURFACE CAR PARKS,ELECTRONIC PARKING SYSTEM,NIGHT PARKING,1.276839137,103.8194656,,,,,
TB4A,BLK 18 & 19 TELOK BLANGAH CRESCENT,SURFACE CAR PARKS,ELECTRONIC PARKING SYSTEM,NO,1.277634382,103.8224411,,,,,
TB6,BLK 27/33 TELOK BLANGAH WAY,SURFACE CAR PARKS,ELECTRONIC PARKING SYSTEM,NIGHT PARKING,1.273950815,103.8221512,,,,,
TB7,BLK 29/32 TELOK BLANGAH RISE,SURFACE CAR PARKS,ELECTRONIC PARKING SYSTEM,NIGHT PARKING,1.273451447,103.8213959,,,,,
TB8,BLK 30/31 TELOK BLANGAH RISE,SURFACE CAR PARKS,ELECTRONIC PARKING SYSTEM,NIGHT PARKING,1.272644043,103.820755,,,,,
TB9,BLK 32/35 TELOK BLANGAH RISE,SURFACE CAR PARKS,ELECTRONIC PARKING SYSTEM,NIGHT PARKING,1.273288965,103.8222351,,,,,
TBC2,BLK 23A TELOK BLANGAH CRESCENT,MULTI-STOREY CAR PARKS,ELECTRONIC PARKING SYSTEM,NIGHT PARKING,1.275743008,103.8206863,,,,,
TBC3,BLK 3A TELOK BLANGAH CRESCENT,MULTI-STOREY CAR PARKS,ELECTRONIC PARKING SYSTEM,NIGHT PARKING,1.279044271,103.8175812,,,,,
TBCM,BLK 16A TELOK BLANGAH CRESCENT,MULTI-STOREY CAR PARKS,ELECTRONIC PARKING SYSTEM,NIGHT PARKING,1.277544737,103.8211212,,,,,
TBK,BLK 84 TELOK BLANGAH HEIGHTS,SURFACE CAR PARKS,COUPON PARKING,NO,1.277360797,103.810051,,,,,
TBL,BLK 90B TELOK BLANGAH STREET 31,SURFACE CAR PARKS,ELECTRONIC PARKING SYSTEM,NO,1.276480794,103.8067627,,,,,
TBM,BLK 48A TELOK BLANGAH DRIVE,MULTI-STOREY CAR PARKS,ELECTRONIC PARKING SYSTEM,NIGHT PARKING,1.271791339,103.8106689,,,,,
TBM2,BLK 73A TELOK BLANGAH STREET 32,MULTI-STOREY CAR PARKS,ELECTRONIC PARKING SYSTEM,NIGHT PARKING,1.275304317,103.809227,,,,,
TBM3,BLK 78A TELOK BLANGAH STREET 32,MULTI-STOREY CAR PARKS,ELECTRONIC PARKING SYSTEM,NIGHT PARKING,1.273374319,103.8089752,,,,,
TBM4,BLK 88A TELOK BLANGAH HEIGHTS,MULTI-STOREY CAR PARKS,ELECTRONIC PARKING SYSTEM,NIGHT PARKING,1.277296901,103.8077698,,,,,
TBM5,BLK 57A TELOK BLANGAH HEIGHTS,MULTI-STOREY CAR PARKS,ELECTRONIC PARKING SYSTEM,NIGHT PARKING,1.274998546,103.8117523,,,,,
TBM6,BLK 52A TELOK BLANGAH DRIVE,MULTI-STOREY CAR PARKS,ELECTRONIC PARKING SYSTEM,NIGHT PARKING,1.273332953,103.8111115,,,,,
TBM7,BLK 70 TELOK BLANGAH HEIGHTS,MULTI-STOREY CAR PARKS,ELECTRONIC PARKING SYSTEM,NIGHT PARKING,1.276266098,103.8108368,,,,,
TBM8,BLK 90 TELOK BLANGAH STREET 31,MULTI-STOREY CAR PARKS,ELECTRONIC PARKING SYSTEM,NIGHT PARKING,1.277206898,103.8072815,,,,,
TBM9,BLK 93 TELOK BLANGAH STREET 31,MULTI-STOREY CAR PARKS,ELECTRONIC PARKING SYSTEM,NIGHT PARKING,1.274784088,103.8071899,,,,,
TBMT,BLK 80 TELOK BLANGAH STREET 31,MULTI-STOREY CAR PARKS,ELECTRONIC PARKING SYSTEM,NO,1.273796201,103.8069,,,,,
TE1,BLK 115-117 JALAN BUKIT MERAH,SURFACE CAR PARKS,ELECTRONIC PARKING SYSTEM,NIGHT PARKING,1.281313658,103.8264542,,,,,
TE13,BLK 78/80 MOH GUAN TERRACE/CHAY YAN STREET,SURFACE CAR PARKS,ELECTRONIC PARKING SYSTEM,NIGHT PARKING,1.283226609,103.830574,,,,,
TE14,BLK 140/142 JALAN BUKIT MERAH,SURFACE CAR PARKS,ELECTRONIC PARKING SYSTEM,NO,1.276980639,103.8288574,,,,,
TE2,BLK 105-107 JALAN BUKIT MERAH,SURFACE CAR PARKS,ELECTRONIC PARKING SYSTEM,NIGHT PARKING,1.279982328,103.8250809,,,,,
TE21,BLK 76 GUAN CHUAN STREET,SURFACE CAR PARKS,COUPON PARKING,NO,1.282990575,103.8315811,,,,,
TE22,BLK 66/73 ENG WATT STREET,SURFACE CAR PARKS,COUPON PARKING,NIGHT PARKING,1.283430696,103.8325806,,,,,
TE23,BLK 59 ENG HOON STREET,SURFACE CAR PARKS,COUPON PARKING,NIGHT PARKING,1.284259081,103.8335266,,,,,
TE24,KIM PONG ROAD,SURFACE CAR PARKS,COUPON PARKING,NIGHT PARKING,1.284345031,103.8301086,,,,,
TE25,BLK 17/31/141/150 KAMPONG BAHRU ROAD,SURFACE CAR PARKS,ELECTRONIC PARKING SYSTEM,NO,1.277371645,103.8307877,,,,,
TE26,#NAME?,SURFACE CAR PARKS,COUPON PARKING,NIGHT PARKING,1.285286546,103.8308487,,,,,
TE27,BLK 77,72, 71 & 58 SENG POH ROAD,SURFACE CAR PARKS,COUPON PARKING,NIGHT PARKING,1.283665895,103.8315506,,,
TE28,BLK 81 TIONG POH ROAD/KENG KIAT STREET,SURFACE CAR PARKS,COUPON PARKING,NIGHT PARKING,1.282621264,103.8326416,,,,,
TE29,BLK 79 PENG NGUAN STREET/CHAY YAN STREET,SURFACE CAR PARKS,COUPON PARKING,NO,1.28209269,103.8313141,,,,,
TE3,BLK 108/110/112 JALAN BUKIT MERAH,SURFACE CAR PARKS,ELECTRONIC PARKING SYSTEM,NO,1.279741406,103.8261414,,,,,
TE30,BLK 78 & 79 YONG SIAK STREET/MOH GUAN TERRACE,SURFACE CAR PARKS,COUPON PARKING,NO,1.282884121,103.8302002,,,,,
TE4,BLK 132-138 JALAN BUKIT MERAH,SURFACE CAR PARKS,ELECTRONIC PARKING SYSTEM,NO,1.278369665,103.8278427,,,,,
TE9,BLK 61/69 SENG POH LANE,SURFACE CAR PARKS,COUPON PARKING,NIGHT PARKING,1.283876777,103.8329697,,,,,
TG1,BLK 24 & 25 TEBAN GARDENS,SURFACE CAR PARKS,ELECTRONIC PARKING SYSTEM,NIGHT PARKING,1.323312998,103.7376328,,,,,
TG2,BLK 49 TO 54 TEBAN GARDENS,SURFACE CAR PARKS,ELECTRONIC PARKING SYSTEM,NIGHT PARKING,1.32157433,103.7376022,,,,,
TG3,BLK 30/31/46/48 TEBAN GARDENS,SURFACE CAR PARKS,ELECTRONIC PARKING SYSTEM,NIGHT PARKING,1.320634961,103.7389755,,,,,
TG6,BLK 32, 39/41 TEBAN GARDENS,SURFACE CAR PARKS,ELECTRONIC PARKING SYSTEM,NIGHT PARKING,1.321825147,103.7410965,,,,
TG7,BLK 33/38/43/45 TEBAN GARDENS,SURFACE CAR PARKS,ELECTRONIC PARKING SYSTEM,NIGHT PARKING,1.320145369,103.7422943,,,,,
TGM1,BLK 63A TEBAN GARDENS ROAD,MULTI-STOREY CAR PARKS,ELECTRONIC PARKING SYSTEM,NIGHT PARKING,1.321172714,103.7389145,,,,,
TGM2,BLK 61 TEBAN GARDENS ROAD,MULTI-STOREY CAR PARKS,ELECTRONIC PARKING SYSTEM,NIGHT PARKING,1.322144985,103.7382965,,,,,
TGM3,BLK 22A TEBAN GARDENS ROAD,MULTI-STOREY CAR PARKS,ELECTRONIC PARKING SYSTEM,NIGHT PARKING,1.32326138,103.7393265,,,,,
TGM4,BLK 57A TEBAN GARDENS ROAD,MULTI-STOREY CAR PARKS,ELECTRONIC PARKING SYSTEM,NIGHT PARKING,1.322522163,103.7372513,,,,,
TGML,BLK 64 AND 65 TEBAN GARDENS ROAD,SURFACE CAR PARKS,ELECTRONIC PARKING SYSTEM,NO,1.321749687,103.7393417,,,,,
THM,BLK 37B COMMONWEALTH DRIVE,MULTI-STOREY CAR PARKS,COUPON PARKING,NIGHT PARKING,1.298203111,103.7978973,,,,,
TJ18,BLK 63-66 YUNG KUANG ROAD,SURFACE CAR PARKS,COUPON PARKING,NIGHT PARKING,1.331811666,103.7226334,,,,,
TJ1K,ALONG YUNG SHENG ROAD,SURFACE CAR PARKS,COUPON PARKING,NIGHT PARKING,1.334210634,103.7215271,,,,,
TJ27,BLK 151/154 YUNG HO ROAD,SURFACE CAR PARKS,ELECTRONIC PARKING SYSTEM,NIGHT PARKING,1.327197433,103.7210693,,,,,
TJ28,BLK 364 YUNG AN ROAD,MULTI-STOREY CAR PARKS,ELECTRONIC PARKING SYSTEM,NIGHT PARKING,1.337119699,103.720459,,,,,
TJ29,BLK 155A YUNG LOH ROAD,MULTI-STOREY CAR PARKS,ELECTRONIC PARKING SYSTEM,NIGHT PARKING,1.328142762,103.7223053,,,,,
TJ30,BLK 163A YUNG PING ROAD,MULTI-STOREY CAR PARKS,ELECTRONIC PARKING SYSTEM,NIGHT PARKING,1.330101371,103.7222366,,,,,
TJ31,BLK 331A KANG CHING ROAD,MULTI-STOREY CAR PARKS,ELECTRONIC PARKING SYSTEM,NIGHT PARKING,1.338594556,103.7228699,,,,,
TJ32,BLK 346A KANG CHING ROAD,MULTI-STOREY CAR PARKS,ELECTRONIC PARKING SYSTEM,NIGHT PARKING,1.340049505,103.7201843,,,,,
TJ33,BLK 328A TAH CHING ROAD,MULTI-STOREY CAR PARKS,ELECTRONIC PARKING SYSTEM,NIGHT PARKING,1.337109447,103.7232513,,,,,
TJ34,BLK 115A HO CHING ROAD,MULTI-STOREY CAR PARKS,ELECTRONIC PARKING SYSTEM,NIGHT PARKING,1.334020257,103.7245407,,,,,
TJ35,BLK 183A CORPORATION DRIVE,MULTI-STOREY CAR PARKS,ELECTRONIC PARKING SYSTEM,NIGHT PARKING,1.332900643,103.7224808,,,,,
TJ36,BLK 121A YUAN CHING ROAD,MULTI-STOREY CAR PARKS,ELECTRONIC PARKING SYSTEM,NIGHT PARKING,1.336207867,103.7245331,,,,,
TJ37,BLK 337 TAH CHING ROAD,MULTI-STOREY CAR PARKS,ELECTRONIC PARKING SYSTEM,NIGHT PARKING,1.338282585,103.7225266,,,,,
TJ38,175 YUNG KUANG ROAD,MULTI-STOREY CAR PARKS,ELECTRONIC PARKING SYSTEM,NIGHT PARKING,1.332313538,103.7217789,,,,,
TJ39,138 YUAN CHING ROAD,MULTI-STOREY CAR PARKS,ELECTRONIC PARKING SYSTEM,NIGHT PARKING,1.327906728,103.7233276,,,,,
TJ40,BLK 164 YUNG KUANG ROAD,MULTI-STOREY CAR PARKS,ELECTRONIC PARKING SYSTEM,NIGHT PARKING,1.330392241,103.7214966,,,,,
TJ41,BLK 140 CORPORATION DRIVE,MULTI-STOREY CAR PARKS,ELECTRONIC PARKING SYSTEM,NIGHT PARKING,1.326821089,103.7233963,,,,,
TJ42,BLK 150 CORPORATION DRIVE,MULTI-STOREY CAR PARKS,ELECTRONIC PARKING SYSTEM,NIGHT PARKING,1.327225447,103.7223511,,,,,
TM10,BLK 331A TAMPINES STREET 32,MULTI-STOREY CAR PARKS,ELECTRONIC PARKING SYSTEM,NO,1.35335362,103.9602585,,,,,
TM11,BLK 384A TAMPINES STREET 32,MULTI-STOREY CAR PARKS,ELECTRONIC PARKING SYSTEM,NIGHT PARKING,1.354400396,103.9585266,,,,,
TM12,BLK 390A TAMPINES AVENUE 7,MULTI-STOREY CAR PARKS,ELECTRONIC PARKING SYSTEM,NIGHT PARKING,1.355830431,103.9572144,,,,,
TM13,BLK 374A TAMPINES STREET 34,MULTI-STOREY CAR PARKS,ELECTRONIC PARKING SYSTEM,NIGHT PARKING,1.356357098,103.9590988,,,,,
TM14,BLK 891B TAMPINES AVENUE 8,MULTI-STOREY CAR PARKS,ELECTRONIC PARKING SYSTEM,NIGHT PARKING,1.349150181,103.9305725,,,,,
TM15,BLK 450B TAMPINES STREET 42,MULTI-STOREY CAR PARKS,ELECTRONIC PARKING SYSTEM,NIGHT PARKING,1.357730627,103.9522247,,,,,
TM16,BLK 230A TAMPINES STREET 21,MULTI-STOREY CAR PARKS,ELECTRONIC PARKING SYSTEM,NIGHT PARKING,1.355754852,103.9502335,,,,,
TM17,BLK 842A TAMPINES STREET 82,MULTI-STOREY CAR PARKS,ELECTRONIC PARKING SYSTEM,NIGHT PARKING,1.351213098,103.9379883,,,,,
TM18,BLK 856A TAMPINES STREET 82,MULTI-STOREY CAR PARKS,ELECTRONIC PARKING SYSTEM,NO,1.352397919,103.9380341,,,,,
TM19,BLK 364A TAMPINES STREET 34,MULTI-STOREY CAR PARKS,ELECTRONIC PARKING SYSTEM,NIGHT PARKING,1.357342601,103.959343,,,,,
TM20,BLK 366A TAMPINES STREET 34,MULTI-STOREY CAR PARKS,ELECTRONIC PARKING SYSTEM,NIGHT PARKING,1.358142734,103.9610214,,,,,
TM21,BLK 340A TAMPINES STREET 33,MULTI-STOREY CAR PARKS,ELECTRONIC PARKING SYSTEM,NO,1.351413369,103.9604721,,,,,
TM22,BLK 351A TAMPINES STREET 33,MULTI-STOREY CAR PARKS,ELECTRONIC PARKING SYSTEM,NIGHT PARKING,1.352264524,103.9628296,,,,,
TM23,BLK 354A TAMPINES STREET 33,MULTI-STOREY CAR PARKS,ELECTRONIC PARKING SYSTEM,NIGHT PARKING,1.354661465,103.9621811,,,,,
TM24,BLK 359A TAMPINES STREET 34,MULTI-STOREY CAR PARKS,ELECTRONIC PARKING SYSTEM,NIGHT PARKING,1.355417967,103.961441,,,,,
TM25,BLK 497E TAMPINES STREET 45,MULTI-STOREY CAR PARKS,ELECTRONIC PARKING SYSTEM,NIGHT PARKING,1.3587147,103.9584961,,,,,
TM26,BLK 497K TAMPINES STREET 45,MULTI-STOREY CAR PARKS,ELECTRONIC PARKING SYSTEM,NIGHT PARKING,1.359826684,103.9596252,,,,,
TM27,BLK 497L TAMPINES STREET 45,MULTI-STOREY CAR PARKS,ELECTRONIC PARKING SYSTEM,NIGHT PARKING,1.360653043,103.9598923,,,,,
TM28,BLK 498K TAMPINES STREET 45,MULTI-STOREY CAR PARKS,ELECTRONIC PARKING SYSTEM,NIGHT PARKING,1.362833738,103.9568787,,,,,
TM29,BLK 498C TAMPINES STREET 45,MULTI-STOREY CAR PARKS,ELECTRONIC PARKING SYSTEM,NIGHT PARKING,1.360685349,103.9591064,,,,,
TM3,BLK 496A TAMPINES STREET 43,MULTI-STOREY CAR PARKS,ELECTRONIC PARKING SYSTEM,NIGHT PARKING,1.361262798,103.9505615,,,,,
TM30,BLK 701A TAMPINES STREET 71,MULTI-STOREY CAR PARKS,ELECTRONIC PARKING SYSTEM,NIGHT PARKING,1.35687387,103.9366531,,,,,
TM31,BLK 716A TAMPINES STREET 71,MULTI-STOREY CAR PARKS,ELECTRONIC PARKING SYSTEM,NIGHT PARKING,1.358751893,103.9366531,,,,,
TM32,BLK 723A TAMPINES STREET 72,MULTI-STOREY CAR PARKS,ELECTRONIC PARKING SYSTEM,NIGHT PARKING,1.359535575,103.9352341,,,,,
TM33,BLK 727A TAMPINES STREET 71,MULTI-STOREY CAR PARKS,ELECTRONIC PARKING SYSTEM,NIGHT PARKING,1.356363654,103.9360733,,,,,
TM34,BLK 730A TAMPINES STREET 71,MULTI-STOREY CAR PARKS,ELECTRONIC PARKING SYSTEM,NIGHT PARKING,1.357219815,103.9334335,,,,,
TM35,BLK 742A TAMPINES STREET 72,MULTI-STOREY CAR PARKS,ELECTRONIC PARKING SYSTEM,NIGHT PARKING,1.359914899,103.9341431,,,,,
TM36,BLK 515 TAMPINES CENTRAL 7,MULTI-STOREY CAR PARKS,ELECTRONIC PARKING SYSTEM,NIGHT PARKING,1.357162952,103.9390717,,,,,
TM37,BLK 518 TAMPINES CENTRAL 7,MULTI-STOREY CAR PARKS,ELECTRONIC PARKING SYSTEM,NIGHT PARKING,1.356176853,103.9386063,,,,,
TM4,BLK 494A TAMPINES STREET 43,MULTI-STOREY CAR PARKS,ELECTRONIC PARKING SYSTEM,NIGHT PARKING,1.363095284,103.9521637,,,,,
TM41,BLK 921A TAMPINES STREET 91,MULTI-STOREY CAR PARKS,ELECTRONIC PARKING SYSTEM,NIGHT PARKING,1.347530127,103.9414215,,,,,
TM42,BLK 823A TAMPINES STREET 81,MULTI-STOREY CAR PARKS,ELECTRONIC PARKING SYSTEM,NIGHT PARKING,1.348937035,103.9335098,,,,,
TM43,BLK 202A TAMPINES STREET 21,MULTI-STOREY CAR PARKS,ELECTRONIC PARKING SYSTEM,NIGHT PARKING,1.353387237,103.9522324,,,,,
TM44,BLK 499 TAMPINES AVENUE 9,MULTI-STOREY CAR PARKS,ELECTRONIC PARKING SYSTEM,NIGHT PARKING,1.359200001,103.9563141,,,,,
TM45,BLK 869C TAMPINES AVENUE 8,MULTI-STOREY CAR PARKS,ELECTRONIC PARKING SYSTEM,NIGHT PARKING,1.355347395,103.9330063,,,,,
TM46,BLK 522 TAMPINES CENTRAL 7,MULTI-STOREY CAR PARKS,ELECTRONIC PARKING SYSTEM,NIGHT PARKING,1.358546615,103.938446,,,,,
TM47,BLK 519 TAMPINES CENTRAL 8,MULTI-STOREY CAR PARKS,ELECTRONIC PARKING SYSTEM,NIGHT PARKING,1.356712461,103.9401474,,,,,
TM48,BLK 890 TAMPINES AVENUE 1,MULTI-STOREY CAR PARKS,ELECTRONIC PARKING SYSTEM,NIGHT PARKING,1.347078323,103.9341431,,,,,
TM49,BLK 494F TAMPINES STREET 43,MULTI-STOREY CAR PARKS,ELECTRONIC PARKING SYSTEM,NIGHT PARKING,1.363979816,103.9530258,,,,,
TM5,BLK 492A TAMPINES STREET 45,MULTI-STOREY CAR PARKS,ELECTRONIC PARKING SYSTEM,NIGHT PARKING,1.363108397,103.9540787,,,,,
TM50,BLK 870B TAMPINES STREET 86,MULTI-STOREY CAR PARKS,ELECTRONIC PARKING SYSTEM,NIGHT PARKING,1.356448293,103.9311218,,,,,
TM51,BLK 879C TAMPINES AVENUE 8,MULTI-STOREY CAR PARKS,COUPON PARKING,NIGHT PARKING,1.351182938,103.9287567,,,,,
TM52,BLK 492 TAMPINES ST45,MULTI-STOREY CAR PARKS,ELECTRONIC PARKING SYSTEM,NIGHT PARKING,1.363864064,103.9557114,,,,,
TM53,BLK 859B TAMPINES AVENUE 5,MULTI-STOREY CAR PARKS,ELECTRONIC PARKING SYSTEM,NIGHT PARKING,1.354853153,103.9386902,,,,,
TM54,BLK 875A TAMPINES STREET 86,MULTI-STOREY CAR PARKS,ELECTRONIC PARKING SYSTEM,NIGHT PARKING,1.353529215,103.929924,,,,,
TM55,BLK 873A TAMPINES STREET 85,MULTI-STOREY CAR PARKS,ELECTRONIC PARKING SYSTEM,NIGHT PARKING,1.354879022,103.9307022,,,,,
TM6,BLK 307A TAMPINES STREET 32,MULTI-STOREY CAR PARKS,ELECTRONIC PARKING SYSTEM,NIGHT PARKING,1.353247762,103.9563522,,,,,
TM7,BLK 311A TAMPINES STREET 33,MULTI-STOREY CAR PARKS,ELECTRONIC PARKING SYSTEM,NO,1.352808952,103.9576263,,,,,
